museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,nom_ent,nom_mun,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,pagina_web3,email,facebook,twitter,instagram,gmaps_longitud,gmaps_latitud,museo_salas_exhibicion_c,museo_salas_exhibicion_tmp_c,link_sic,fecha_mod,museo_num_ext,museo_calle,direccion_complemento,museo_descripcion
812,Museo Nacional de la Estampa (MUNAE),2,1986-12-17,Secretaría de Cultura/INBA,Ciudad de México,Cuauhtémoc,"Av. Hidalgo 39, Plaza de la Santa Veracruz",Centro,06050,"55 8647 5220 exts. 5440, 5443",http://www.museonacionaldelaestampa.bellasartes.gob.mx/,,,munae.informes@inba.gob.mx,https://www.facebook.com/MuseoNacionaldelaEstampa/,MUNAE,,-99.1427,19.43687,4,1,http://sic.gob.mx/ficha.php?table=museo&table_id=812,2023-02-16 04:26:42-06,39,"Av. Hidalgo , Plaza de la Santa Veracruz",,
705,Museo Nacional de la Revolución,7,1986-11-20,Secretaría de Cultura de la Ciudad de México,Ciudad de México,Cuauhtémoc,Plaza de la República s/n,Col. Tabacalera,06030,55 5546 2115,http://www.cultura.cdmx.gob.mx/recintos/mnr,https://www.facebook.com/museorevolucion,,mnr.difusion@gmail.com,,museorevolucion,,-99.15445,19.43615,9,1,http://sic.gob.mx/ficha.php?table=museo&table_id=705,2020-04-22 15:20:09-05,s/n,Plaza de la República,,
802,Museo Nacional de las Culturas del Mundo,7,1965-12-04,Secretaría de Cultura/INAH,Ciudad de México,Cuauhtémoc,Moneda 13,Centro Histórico,06060,55 5510 9922,https://lugares.inah.gob.mx/lugar-88-es,https://lugares.inah.gob.mx/lugar-88-en,,"direccion.mncm@inah.gob.mx, difusion.mnc@inah.gob.mx",https://www.facebook.com/MuseoCulturasdelMundo?mibextid=ZbWKwL,MuseoCulturas,https://www.instagram.com/mnculturasdelmundo?igsh=MWZod2c4aW5yaXlkZw==,-99.13076,19.43271,14,10,http://sic.gob.mx/ficha.php?table=museo&table_id=802,2024-05-27 14:48:42-06,13,Moneda,,
1337,Museo Numismático Nacional,5,2016-01-01,SHCP/Casa de Moneda de México,Ciudad de México,Cuauhtémoc,"Apartado 13, entrada por República de Bolivia 40",Centro,06000,55 5080 9850 ext. 4551,https://www.gob.mx/cmm/acciones-y-programas/museo-numismatico-nacional-251871,,,atencionydifusion@cmm.gob.mx,https://www.facebook.com/profile.php?id=100078775180418,@MNN_mexico,https://www.instagram.com/museo_numismatico_nacional_mx/,-99.1302,19.43931,7,3,http://sic.gob.mx/ficha.php?table=museo&table_id=1337,2024-05-30 09:55:25-06,13,"Apartado , entrada por República de Bolivia",,
1176,Museo Panteón de San Fernando,7,2006-07-18,Secretaría de Cultura de la Ciudad de México,Ciudad de México,Cuauhtémoc,Plaza San Fernando 17,Col. Guerrero,06300,55 5518 4736,https://www.cultura.cdmx.gob.mx/recintos/mpsf,,,museopanteon.sf@gmail.com,,,,-99.14787,19.439,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1176,2023-07-24 03:44:15-06,17,Plaza San Fernando,,
532,Museo Polyforum Siqueiros (Cerrado por remodelación),2,1971-12-15,"Polyforum Siqueiros, A.C.",Ciudad de México,Benito Juárez,Insurgentes Sur 701,Col. Nápoles,03810,55 5536 4520 al 24 ext. 117,http://www.polyforumsiqueiros.com,,,info@polyforumsiqueiros.com.mx,,Polyforum,,-99.17332,19.393,2,1,http://sic.gob.mx/ficha.php?table=museo&table_id=532,2023-03-14 08:16:15-06,701,Insurgentes Sur,,
689,Museo Postal y Filatélico,7,1920-02-25,Servicio Postal Mexicano,Ciudad de México,Cuauhtémoc,Tacuba 1,Centro,06000,"55 5130 4100 exts. 15560, 15586",https://www.portal.correosdemexico.com.mx/museopostal/,https://instagram.com/palacio.postal.museo,,qrosas@correosdemexico.gob.mx,,,,-99.14024,19.43573,4,2,http://sic.gob.mx/ficha.php?table=museo&table_id=689,2023-10-17 08:57:25-06,1,Tacuba,,
710,Museo Ramón López Velarde,7,1991-11-28,"Fundación Casa del Poeta, I.A.P.",Ciudad de México,Cuauhtémoc,Av. Álvaro Obregón 73,Col. Roma,06700,55 5533 5456,,https://www.facebook.com/casadelpoetaiap,,casadelpoeta@prodigy.net.mx,,@casadelpoetarlv,,-99.15824,19.41883,1,0,http://sic.gob.mx/ficha.php?table=museo&table_id=710,2024-01-30 04:55:00-06,73,Av. Álvaro Obregón,,
733,Museo Recinto Homenaje a Cuauhtémoc,2,1999-01-01,Secretaría de Cultura/INAH,Ciudad de México,Cuauhtémoc,Av. Paseo de la Reforma Nte. 630,"U.H. Nonoalco-Tlaltelolco, 3ra. Sección",06300,55 5782 7290,,,,za.tlatelolco@inah.gob.mx,,,,-99.13416,19.44997,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=733,2020-04-23 12:45:17-05,630,Av. Paseo de la Reforma Nte.,,
2067,Museo Salón de Cabildos del Antiguo Palacio del Ayuntamiento,8,2018-12-05,Secretaría de Cultura de la Ciudad de México/Museo de la Ciudad de México,Ciudad de México,Cuauhtémoc,Antiguo Palacio del Ayuntamiento<br>Plaza de la Constitución 2,Centro Histórico,06000,55 5345 8000,https://www.cultura.cdmx.gob.mx/recintos/museos/salon-de-cabildos,,,salondecabildos1@gmail.com,,,,-99.13404,19.43162,3,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2067,2020-04-27 09:07:57-05,2,Antiguo Palacio del Ayuntamiento<br>Plaza de la Constitución,,
1478,"Museo Soumaya, Plaza Carso",2,2011-03-28,"Fundación Carlos Slim, A.C.",Ciudad de México,Miguel Hidalgo,Blvd. Miguel de Cervantes Saavedra 303,Col. Ampl. Granada,11529,55 1103 9801 al 03,http://www.museosoumaya.org/,,,museo@soumaya.org.mx,https://www.facebook.com/elmuseosoumaya,ElMuseoSoumaya,https://www.instagram.com/elmuseosoumaya/,-99.20462,19.44066,6,1,http://sic.gob.mx/ficha.php?table=museo&table_id=1478,2024-02-27 10:24:56-06,303,Blvd. Miguel de Cervantes Saavedra,,
335,Museo Tamayo Arte Contemporáneo,2,1981-05-30,Secretaría de Cultura/INBA,Ciudad de México,Miguel Hidalgo,Paseo de la Reforma 51 esq. Gandhi,Col. Bosque de Chapultepec,11580,55 4122 8200,http://www.museotamayo.org,,,info@museotamayo.org ,https://www.facebook.com/museotamayo/,museotamayo,,-99.18173,19.42552,17,8,http://sic.gob.mx/ficha.php?table=museo&table_id=335,2021-03-08 04:27:17-06,51,Paseo de la Reforma  esq. Gandhi,,
1893,Museo UNAM Hoy,7,2015-11-05,UNAM/Instituto de Investigaciones sobre la Universidad y la Educación (IISUE),Ciudad de México,Cuauhtémoc,Moneda 2,Centro Histórico,06010,55 5665 1661,http://www.iisue.unam.mx/museo/,,,museounamhoy@gmail.com,,IISUE_UNAM,,-99.13173,19.43367,6,1,http://sic.gob.mx/ficha.php?table=museo&table_id=1893,2021-03-08 04:14:32-06,2,Moneda,,
685,Museo Universitario de Ciencias y Artes (MUCA) Roma,2,1999-04-01,UNAM/Dirección General de Artes Visuales,Ciudad de México,Cuauhtémoc,Tonalá 51,Col. Roma Norte,06700,55 5511 0925,https://mexicocity.cdmx.gob.mx/venues/muca-roma/?lang=es,http://www.mucaroma.unam.mx,,elmucaroma@gmail.com,https://www.facebook.com/muca.roma/,MUCAROMA,,-99.16305,19.41894,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=685,2023-10-19 03:45:10-06,51,Tonalá,,
382,Museo Universitario del Chopo,2,1975-11-25,UNAM/Coordinación de Difusión Cultural,Ciudad de México,Cuauhtémoc,Dr. Enrique González Martínez 10,Col. Santa María la Ribera,06400,"55 5546 8490, 55 5546 3471",http://www.chopo.unam.mx,,,info.chopo@unam.mx; chopo@unam.mx,https://www.facebook.com/MuseodelChopo/,/museodelchopo,,-99.15677,19.44191,-1,7,http://sic.gob.mx/ficha.php?table=museo&table_id=382,2020-04-24 11:13:08-05,10,Dr. Enrique González Martínez,,
2173,Museo Vivo del Muralismo,8,2024-09-25,Secretaría de Educación Pública/Secretaría de Cultura del Gobierno de México/INBAL/INAH,Ciudad de México,Cuauhtémoc,"Argentina 28, planta baja",Centro Histórico,06020,55 3601 1000 exts. 51238,,https://murales.sep.gob.mx/,,,,SEP_mx,,-99.1317,19.43694,2,1,http://sic.gob.mx/ficha.php?table=museo&table_id=2173,2024-09-25 18:34:39-06,28,"Argentina , planta baja",,
2008,Museo Vizcaínas,7,1996-04-25,Colegio de San Ignacio de Loyola Vizcaínas IAP,Ciudad de México,Cuauhtémoc,Vizcaínas 21,Centro Histórico,06080,55 5130 7123,http://colegiovizcainas.edu.mx/museo,,,comunicacion@vizcainas.mx,https://www.facebook.com/MuseoVizcainas,MuseoVizcainas,,-99.14072,19.42831,14,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2008,2022-08-25 03:59:23-05,21,Vizcaínas,,
658,Museo de Arte Moderno (MAM),2,1964-09-20,Secretaría de Cultura/INBA,Ciudad de México,Miguel Hidalgo,Paseo de la Reforma y Gandhi s/n,Bosque de Chapultepec,11560,55 8647 5530,https://mam.inba.gob.mx/,,,info@mam.org.mx,https://www.facebook.com/MuseodeArteModernoMX/,museoAmodernoMX,,-99.17954,19.42274,5,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=658,2023-02-16 03:58:27-06,s/n,Paseo de la Reforma y Gandhi,,
1092,Museo de Arte Popular,2,2006-02-28,Fideicomiso Museo de Arte  Popular Mexicano,Ciudad de México,Cuauhtémoc,Revillagigedo 11 esq. Independencia,Centro,06050,55 5510 2201 ext. 102,https://www.map.cdmx.gob.mx/servicios,,,infomap@cdmx.gob.mx ,https://es-la.facebook.com/MuseoArtePopular/,map_mexico,,-99.1463,19.43378,7,3,http://sic.gob.mx/ficha.php?table=museo&table_id=1092,2023-05-25 09:04:23-06,11,Revillagigedo  esq. Independencia,,
1653,Museo de Arte en Azúcar México,2,2012-04-01,No disponible,Ciudad de México,Benito Juárez,Av. Cuauhtémoc 950,Col. Narvarte,03020,55 5523 8434,,,https://www.101museos.com/museos/ciudad_de_mexico/320/museo-arte-en-azucar,artemexicanodelazucar@hotmail.com,https://www.facebook.com/InstitutoDelArteMexicanoDelAzucar,,,-99.15733,19.38436,5,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1653,2023-03-14 06:38:08-06,950,Av. Cuauhtémoc,,
1232,Museo de Caballería,7,2006-04-16,Secretaría de la Defensa Nacional (SEDENA)/Dirección General de Archivo e Historia,Ciudad de México,Miguel Hidalgo,"Av. México Tacuba, Campo Militar 1-B",Col. Popotla,11411,(55) 5396 5975,http://www.gob.mx/sedena/acciones-y-programas/museo-de-caballeria,,,mus_cab@mail.sedena.gob.mx,,,,-99.17576,19.45087,10,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1232,2019-03-14 09:00:17-06,1,"Av. México Tacuba, Campo Militar -B",,
43,Museo de Cera de la Ciudad de México,6,1979-08-01,"Museo de Cera de la Ciudad de México, S.A. de C.V.",Ciudad de México,Cuauhtémoc,Londres 6,Col. Juárez,06600,55 5546 7670,http://www.museodecera.com.mx/,,,coordinacion@grupomuseodecera.com,https://www.facebook.com/MuseodeCeraOficial/,museodecera,,-99.15703,19.42838,14,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=43,2023-10-17 08:12:02-06,6,Londres,,
1614,Museo de Geofísica,5,2010-09-10,UNAM/Instituto de Geofísica,Ciudad de México,Miguel Hidalgo,Victoriano Zepeda 53,Col. Observatorio,11860,55 5271 1068 ,https://www.geofisica.unam.mx/museos.html,,,museo@geofisica.unam.mx,,,,-99.19543,19.40487,3,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1614,2021-03-04 06:34:27-06,53,Victoriano Zepeda,,
692,Museo de Geología,5,1904-09-06,UNAM/Instituto de Geología,Ciudad de México,Cuauhtémoc,Jaime Torres Bodet 176,Col. Santa María La Ribera,06400,55 5547 3900 ext. 106,http://www.geologia.unam.mx/igl/museo/index.html,,,mgeologia.unam@gmail.com,https://www.facebook.com/MuseoDeGeologiaUNAM/,,,-99.15774,19.45018,3,1,http://sic.gob.mx/ficha.php?table=museo&table_id=692,2023-10-09 08:04:29-06,176,Jaime Torres Bodet,,
238,Museo de Historia Natural y Cultura Ambiental,5,1964-10-24,Gobierno de la Ciudad de México/Secretaría del Medio Ambiente,Ciudad de México,Miguel Hidalgo,Av. de los Compositores s/n,Col. Bosque de Chapultepec II sección,11800,"55 5515 0739 ext. 112, 113",http://data.sedema.cdmx.gob.mx/museodehistorianatural/?view=featured,,,eventosmhnca@sedema.cdmx.gob.mx,https://www.facebook.com/museodehistorianaturalcdmx/,,,-99.20154,19.41,4,1,http://sic.gob.mx/ficha.php?table=museo&table_id=238,2023-05-08 04:24:16-06,s/n,Av. de los Compositores,,
2238,Museo de Patología Hospital General de México Eduardo Liceaga,8,1000-01-01,No disponible,Ciudad de México,Cuauhtémoc,Dr. Balmis 148,Col. Doctores,06720,,,,,,,,,-99.15186,19.41297,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2238,2022-06-08 05:27:25-05,148,Dr. Balmis,,
1523,Museo de Sitio CCEMX-INAH,4,2012-01-29,Centro Cultural de España ,Ciudad de México,Cuauhtémoc,Donceles 97,Centro,06010,55 5521 1925 al 28,http://ccemx.org/museo-del-sitio/,,,info.mx@aecid.es,https://www.facebook.com/ccemx.org/,,,-99.13262,19.43525,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1523,2024-07-16 17:54:02-06,97,Donceles,,
2391,Museo de Sitio San Sebastián Atzacoalco,8,2023-07-16,Parroquia de San Sebastián Atzacoalco,Ciudad de México,Cuauhtémoc,"República de Bolívar 46, esq. Rodríguez",Centro,06000, 55 3450 9471,,,,,,,,-99.1387,19.43193,5,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2391,2023-12-01 08:28:43-06,46,"República de Bolívar , esq. Rodríguez",,
1491,Museo de Sitio de Tlatelolco Caja de Agua,4,2011-12-15,Secretaría de Cultura/INAH,Ciudad de México,Cuauhtémoc,Eje Central Lázaro Cárdenas s/n,"Unidad Habitacional Nonoalco-Tlatelolco, Tercera Sección",06900,55 5782 2240,https://lugares.inah.gob.mx/lugar-456-es,,,za.tlatelolco@inah.gob.mx; edwina_villegas@inah.gob.mx,,,,-99.13731,19.45108,1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1491,2023-12-21 06:11:50-06,s/n,Eje Central Lázaro Cárdenas,,
706,Museo de Sitio de la SEP,4,1994-08-19,SEP,Ciudad de México,Cuauhtémoc,Repúbica de Argentina 28,Centro,06020,55 3601 1000 exts. 51238,,http://www.travelbymexico.com/ciudaddemexico/atractivos/index.php?nom=edfemussep,,buzon.escolar@nube.sep.gob.mx,https://www.facebook.com/SEPmx?rf=325037368363543,,,-99.13177,19.43694,3,0,http://sic.gob.mx/ficha.php?table=museo&table_id=706,2023-02-02 02:24:15-06,28,Repúbica de Argentina,,
2156,Museo de Sitio de la Zona Arqueológica de Mixcoac,4,1000-01-01,Secretaría de Cultura/INAH,Ciudad de México,Benito Juárez,Pirámide 7,Col. San Pedro de los Pinos,03800,55 5271 4919,https://www.inah.gob.mx/zonas/zona-arqueologica-de-mixcoac,,https://cartelera.cdmx.gob.mx/10336/20-01-2023/museo-de-sitio-de-la-zona-arqueologica-de-mixcoac,contacto@inah.gob.mx,,,,-99.18986,19.38631,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2156,2024-11-12 11:37:01-06,7,Pirámide,,
1907,Museo de Sitio del Antiguo Hospital Concepción Béistegui,5,2015-08-15,"Fundación para Ancianos Concepción Béistegui,  I.A.P.",Ciudad de México,Cuauhtémoc,Regina 7 Planta Alta,Centro Histórico,06010,(55) 5709 3124,https://www.gob.mx/agn/articulos/archivo-historico-en-un-museo-de-sitio,,,museodsitioconcepcionbesitegui@gmail.com,https://www.facebook.com/museoconcepcionbeistegui/?fref=ts,@BeisteguiMuseo,,-99.13836,19.42791,1,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1907,2020-05-11 16:31:32-05,7,Regina  Planta Alta,,
707,Museo de Sitio del Centro Cultural Casa Talavera,4,1988-11-20,UACM/Centro Cultural Casa Talavera,Ciudad de México,Cuauhtémoc,Talavera 20,Centro,06090,(55) 5542 9963,https://cultura.uacm.edu.mx/centrosculturales,,,casa.talavera.merced@uacm.edu.mx,,,,-99.12747,19.42819,2,2,http://sic.gob.mx/ficha.php?table=museo&table_id=707,2023-05-25 06:14:21-06,20,Talavera,,
2064,Museo de Sitio y Centro de Visitantes del Bosque de Chapultepec,8,2018-11-14,SEDEMA/Dirección de Gestión del Bosque de Chapultepec,Ciudad de México,Miguel Hidalgo,General Miguel Hidalgo s/n,1a. Sección del Bosque de Chapultepec,11850,55 5925 4372,https://chapultepec.org.mx/actividad/museo-de-sitio-y-centro-de-visitantes/,,,museodesitiobch@gmail.com,https://www.facebook.com/ProChapultepec/posts/10160295582676038/,,,-99.17926,19.42095,2,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2064,2023-01-25 07:10:37-06,s/n,General Miguel Hidalgo,,
2166,Museo de la Brigada de Fusileros Paracaidistas,8,2015-10-03,Secretaría de la Defensa Nacional,Ciudad de México,Miguel Hidalgo,"Av. Conscripto s/n, P-3 Campo Militar 1-A",Col. Lomas de Sotelo    ,11619,55 2122 8800 SEDENA,https://www.gob.mx/sedena/acciones-y-programas/museos-y-bibliotecas-9853,,,cmte.bfp@sedena.gob.mx ,,,,-99.2264,19.44185,15,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2166,2023-01-17 05:13:51-06,s/n,"Av. Conscripto , P-3 Campo Militar 1-A",,
1519,Museo de la Cancillería,2,2011-11-15,Secretaría de Relaciones Exteriores/Instituto Matías Romero,Ciudad de México,Cuauhtémoc,República de El Salvador 47,Centro,06000,55 3686 5100 ext. 8327,,,,museodelacancilleria@sre.gob.mx,https://www.facebook.com/pg/museodelacancilleriamx/posts/,,,-99.13838,19.42969,0,3,http://sic.gob.mx/ficha.php?table=museo&table_id=1519,2022-04-18 05:03:06-05,47,República de El Salvador,,
796,Museo de la Caricatura,2,1987-03-19,"Sociedad Mexicana de Caricaturistas, A.C.",Ciudad de México,Cuauhtémoc,Donceles 99,Centro Histórico,06020,55 5704 0459,,,,museodelacaricatura2014@gmail.com,https://www.facebook.com/museodelacaricatura,CaricaturaMuseo,,-99.13267,19.43559,3,2,http://sic.gob.mx/ficha.php?table=museo&table_id=796,2023-05-15 06:08:16-06,99,Donceles,,
883,Museo de la Charrería,7,1973-01-01,"Federación Mexicana de Charrería, A.C.",Ciudad de México,Cuauhtémoc,Isabel la Católica 108 esq. Izazaga,Centro Histórico,06080,"55 5709 4823, 55 5709 5032",https://museodelacharreria.org.mx/,,,fedmexch@prodigy.net.mx,https://www.facebook.com/museodelacharreria,,,-99.13716,19.42602,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=883,2023-12-05 04:24:27-06,108,Isabel la Católica  esq. Izazaga,,
797,Museo de la Ciudad de México,2,1964-10-31,Secretaría de Cultura de la Ciudad de México,Ciudad de México,Cuauhtémoc,José María Pino Suárez 30,Centro Histórico,06060,55 5522 9936,https://www.cultura.cdmx.gob.mx/recintos/mcm,,,museodelaciudaddemexico@gmail.com,,museomexico,,-99.13212,19.42916,0,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=797,2024-09-23 10:32:38-06,30,José María Pino Suárez,,
2239,Museo de la Inquisición,8,2009-09-18,No disponible,Ciudad de México,Cuauhtémoc,"Tacuba 76, segundo piso",Centro,06000,55 55 12 46 20,https://www.facebook.com/InquisicionCDMX,,,minquisicioncdmx@gmail.com,,,,-99.13515,19.43561,2,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2239,2024-05-03 15:20:36-06,76,Tacuba,segundo piso,
403,Museo de la Luz,5,1996-11-18,UNAM/Dirección General de Divulgación de la Ciencia,Ciudad de México,Cuauhtémoc,San Ildefonso 43,Centro Histórico,06020,"55 5702 4129, 55 5702 3195 ext. 101 y 102",http://www.luz.unam.mx,,,museoluz@unam.mx,,MuseodelaLuz,,-99.13002,19.43627,6,1,http://sic.gob.mx/ficha.php?table=museo&table_id=403,2020-06-30 07:41:45-05,43,San Ildefonso,,
1435,Museo de la Mujer,7,2011-03-08,"Federación Mexicana de Universitarias, A.C.",Ciudad de México,Cuauhtémoc,República de Bolivia 17,Centro ,06020,55 5795 9596,http://www.museodelamujer.org.mx,,,museomujer@gmail.com,https://www.facebook.com/MuseodelaMujerMexico/,museodelamujer,,-99.13269,19.43943,8,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1435,2024-02-06 04:06:48-06,17,República de Bolivia,,
759,Museo de la Policía de la Ciudad de México,7,1991-07-15,Secretaría de Seguridad Pública de la Ciudad de México,Ciudad de México,Cuauhtémoc,Victoria 82,Centro Histórico,06050,55 8957 3360 ,,,,museodelpolicia@gmail.com,https://www.facebook.com/pages/Museo-del-Policia/184758268237546?fref=ts,,,-99.14657,19.43207,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=759,2023-10-09 08:21:45-06,82,Victoria,,
1516,Museo de las Constituciones,7,2011-08-10,UNAM/Coordinación de Humanidades,Ciudad de México,Cuauhtémoc,Calle Del Carmen s/n esq. San Ildefonso,Centro Histórico,06010,"55 5702 6956, Whatsapp: 55 2959 8609",https://museodelasconstituciones.unam.mx/,,,museoconstituciones@gmail.com,https://www.facebook.com/museodelasconstitucionesunam/,MConstituciones,https://www.instagram.com/museodelasconstitucionesunam/,-99.12912,19.43649,3,1,http://sic.gob.mx/ficha.php?table=museo&table_id=1516,2024-10-30 14:34:54-06,s/n,Calle Del Carmen  esq. San Ildefonso,,
15,Museo de lo Increíble Ripley,6,1992-12-09,"Atracciones Culturales de México, S.A. de C.V.",Ciudad de México,Cuauhtémoc,Londres 4,Juárez,06600,555 546 37 84,http://www.museodecera.com.mx/,,,mucera@grupomuseodecera.com; coordinacion@grupomuseodecera.com,https://www.facebook.com/MuseodeCeraOficial/,museoripley,,-99.15671,19.42847,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=15,2024-03-25 11:15:46-06,4,Londres,,
1780,Museo del Bicentenario,7,2010-10-12,Torre Latinoamericana,Ciudad de México,Cuauhtémoc,Eje Central Lázaro Cárdenas 2 piso 36,Centro,06000,(55) 5518 7423 ext. 416302,http://torrelatinoamericana.com.mx/museo-bicentenario/,,,rhernandez@torrelatino.com,,,,-99.14075,19.43377,4,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1780,2020-04-23 12:06:16-05,2,Eje Central Lázaro Cárdenas,piso 36,
969,Museo del Calzado El Borceguí,6,1991-03-01,"Museo y Centro Cultural de El Borcegui, A.C.",Ciudad de México,Cuauhtémoc,"Bolívar 27, piso 1",Centro Histórico,06000,55 5521 8380 ext. 110,,,,museodelcalzadoborcegui@hotmail.com,https://es-la.facebook.com/museodelcalzadoborceguioficial/,MuseodelCalzado,,-99.13856,19.43282,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=969,2021-03-05 05:02:45-06,27,Bolívar,piso 1,
1874,Museo del Centenario del Ejército Mexicano,7,2013-11-19,Secretaría de la Defensa Nacional (SEDENA),Ciudad de México,Miguel Hidalgo,Blvd. Manuel Ávila Camacho esq. Av. Industria Militar,Col. Lomas de Sotelo,11200,55 2122 8800 ext. 8808,http://www.gob.mx/sedena/acciones-y-programas/museo-del-centenario-del-ejercito-mexicano,,,,,,,-99.21577,19.44041,10,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1874,2020-04-21 09:56:44-05,s/n,Blvd. Manuel Ávila Camacho esq. Av. Industria Militar,,
1105,Museo del Estanquillo,1,2006-11-23,Fideicomiso Museo del Estanquillo,Ciudad de México,Cuauhtémoc,Isabel la Católica 26,Centro,06000,55 5521 3052 ext. 101,http://www.museodelestanquillo.cdmx.gob.mx/elmuseo/museo-del-estanquillo,,,estanquillo.museo@gmail.com,https://es-la.facebook.com/MuseodelEstanquillo/,m_estanquillo,,-99.13613,19.43331,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1105,2021-03-05 05:07:47-06,26,Isabel la Católica,,
708,Museo del Instituto Cultural México Israel,7,1993-10-19,"Instituto Cultural México Israel, A.C.",Ciudad de México,Cuauhtémoc,República de El Salvador 41,Centro Histórico,06080,55 5709 8853,http://www.mexico-israel.org/index.php?id=3,,,contacto@mexico-israel.org,https://www.facebook.com/pages/category/Nonprofit-Organization/Instituto-Cultural-Mexico-Israel-442992865712509/,,,-99.1384,19.42964,5,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=708,2023-06-06 03:27:05-06,41,República de El Salvador,,
1106,Museo del Juguete Antiguo México (MUJAM),6,2008-04-29,"Conservación y Rescate de la Cultura Popular de México, S.A. de C.V.",Ciudad de México,Cuauhtémoc,Dr. Olvera 15,Col. Doctores,06720,55 5588 2100,,,,hellomujam@museodeljuguete.com.mx,https://www.facebook.com/museodeljuguete/,MuseodelJuguete,,-99.14406,19.41531,9,3,http://sic.gob.mx/ficha.php?table=museo&table_id=1106,2024-08-27 12:25:35-06,15,Dr. Olvera,,
2000,Museo del Juguete Arte-Objeto Frida,8,2006-01-01,Gobierno de la Ciudad de México/Centro Cultural Estación Indianilla,Ciudad de México,Cuauhtémoc,Dr. Claudio Bernard 111 esq. Niños Héroes,Col. Doctores,06720,55 5761 9058,,,,estacionindianillacc@gmail.com,https://www.facebook.com/EstacionIndianilla,,https://www.instagram.com/estacionindianilla/,-99.1505,19.42306,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2000,2024-08-27 12:11:51-06,111,Dr. Claudio Bernard  esq. Niños Héroes,,
1905,Museo del Metro,4,2017-01-28,Sistema de Transporte Colectivo Metro,Ciudad de México,Benito Juárez,Av. Revolución esq. Extremadura,Col. Insurgentes Mixcoac,03920,55 5627 4549,https://www.metro.cdmx.gob.mx/museo-del-metro,,,cultura.metro.cdmx@gmail.com,,,,-99.18728,19.37611,8,1,http://sic.gob.mx/ficha.php?table=museo&table_id=1905,2023-03-14 07:35:07-06,s/n,Av. Revolución esq. Extremadura,,
1469,Museo del Objeto del Objeto (MODO),2,2010-10-21,"Museo del Objeto del Objeto, A.C.",Ciudad de México,Cuauhtémoc,Colima 145,Col.  Roma Norte,06700,55 5533 9637,http://elmodo.mx,,,contacto@elmodo.mx,https://www.facebook.com/museomodo/,MUSEOMODO,,-99.15904,19.42009,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1469,2024-02-06 05:23:57-06,145,Colima,,
1867,Museo del Padre Pro,7,1995-01-01,Parroquia de la Sagrada Familia,Ciudad de México,Cuauhtémoc,Puebla 144 entre Jalapa y Orizaba,Col. Roma,06700,55 5511 9035,,,,padre.pro@hotmail.com,https://es-la.facebook.com/PadrePro/,,,-99.16116,19.42246,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1867,2022-08-11 08:45:49-05,144,Puebla  entre Jalapa y Orizaba,,
1080,Museo del Palacio de Bellas Artes,2,1934-09-29,Secretaría de Cultura/INBA,Ciudad de México,Cuauhtémoc,Av. Juárez s/n esq. Eje Central Lázaro Cárdenas,Centro Histórico,06050,"55 1000 4622 ext. 2132, 2155",http://museopalaciodebellasartes.gob.mx/,,,gpba.palaciodebellasrtes@inba.gob.mx; mpba.informes@inba.gob.mx,,mbellasartes,,-99.14121,19.43565,8,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1080,2024-02-06 08:40:21-06,s/n,Av. Juárez  esq. Eje Central Lázaro Cárdenas,,
